region,PROVINCE,BEINGBULLIED,PERCOMP,PERCOOP,GFOFAIL,EUDMO,SWBP,BELONG,ST207Q01HA,ST207Q02HA,ST207Q03HA,ST207Q04HA,SC001Q01TA,SC013Q01TA,SC016Q01TA,SC016Q02TA,SC016Q04TA,SC017Q01NA,SC017Q03NA,SC161Q01SA
National Capital Region,"NCR, Second District",0.8615,2.0378,-0.9391,-1.8939,1.7411,1.2386,-0.4415,4.0,4.0,4.0,4.0,A city (100 000 to about 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",100.0,0.0,0.0,Very little,To some extent,Not checked
National Capital Region,"NCR, Second District",1.1928,2.0378,1.6762,-0.4939,1.7411,-1.1699,0.6862,4.0,4.0,4.0,4.0,A large city (with over 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",90.0,0.0,5.0,To some extent,Very little,Not checked
National Capital Region,"NCR, Second District",2.4601,1.2186,1.2992,-0.687,0.8126,0.7301,-0.4,4.0,4.0,1.0,2.0,A large city (with over 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",90.0,0.0,5.0,Very little,A lot,Not checked
National Capital Region,"NCR, Second District",2.0987,0.6912,-0.9391,-0.7592,-0.1652,1.2386,0.2929,3.0,3.0,3.0,3.0,A large city (with over 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",90.0,0.0,5.0,Very little,A lot,Not checked
National Capital Region,"NCR, Second District",0.2907,0.6912,1.6762,-0.9823,1.7411,0.1869,0.2929,4.0,4.0,4.0,4.0,A city (100 000 to about 1 000 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",0.0,100.0,0.0,Not at all,Not at all,Not checked
National Capital Region,"NCR, Second District",1.5346,2.0378,-0.9391,-1.109,1.7411,1.2386,-0.5652,4.0,3.0,3.0,3.0,A large city (with over 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",90.0,0.0,5.0,To some extent,Very little,Not checked
National Capital Region,"NCR, Second District",0.7703,2.0378,-0.2814,1.0944,-0.6723,0.2659,-0.8395,4.0,4.0,4.0,4.0,A city (100 000 to about 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",100.0,0.0,0.0,Very little,To some extent,Not checked
National Capital Region,"NCR, Second District",0.1462,-0.6142,-0.9391,0.4637,0.2621,1.2386,-0.3184,3.0,3.0,4.0,3.0,A city (100 000 to about 1 000 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",5.0,95.0,0.0,Not at all,Very little,Not checked
National Capital Region,"NCR, Second District",0.8233,1.4734,-0.5107,1.4083,0.8126,-1.4539,-0.1797,4.0,4.0,4.0,4.0,A city (100 000 to about 1 000 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",16.0,73.0,9.0,Not at all,Not at all,Not checked
National Capital Region,"NCR, Second District",0.7703,0.2865,-0.5107,0.4637,-0.569,-0.5928,-0.3184,3.0,3.0,3.0,3.0,A city (100 000 to about 1 000 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",5.0,95.0,0.0,Not at all,Very little,Not checked
National Capital Region,"NCR, Second District",-0.7823,0.6912,0.6012,0.5949,0.2621,1.2386,-0.8395,3.0,3.0,2.0,2.0,A large city (with over 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",90.0,0.0,5.0,Very little,A lot,Not checked
National Capital Region,"NCR, Second District",-0.7823,-0.6142,0.6012,0.1097,0.9269,0.1869,0.6678,3.0,3.0,4.0,3.0,A city (100 000 to about 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",100.0,0.0,0.0,Very little,To some extent,Not checked
National Capital Region,"NCR, Second District",0.7294,1.4734,-0.3047,0.1097,1.7411,1.2386,0.0544,3.0,3.0,3.0,4.0,A city (100 000 to about 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",100.0,0.0,0.0,Very little,To some extent,Not checked
National Capital Region,"NCR, Second District",0.1462,2.0378,1.1116,0.4637,-1.7389,-1.566,-1.0013,1.0,3.0,3.0,2.0,A city (100 000 to about 1 000 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",5.0,95.0,0.0,Not at all,Very little,Not checked
National Capital Region,"NCR, Second District",0.2907,0.6912,0.6012,1.8905,1.7411,-0.5928,-0.0358,4.0,4.0,4.0,4.0,A city (100 000 to about 1 000 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",5.0,95.0,0.0,Not at all,Very little,Not checked
National Capital Region,"NCR, Second District",-0.7823,0.6912,-0.9391,1.1422,-0.523,-0.5928,-0.9728,4.0,4.0,3.0,3.0,A city (100 000 to about 1 000 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",5.0,95.0,0.0,Not at all,Very little,Not checked
National Capital Region,"NCR, Second District",0.2907,-0.6142,-0.9391,0.8207,-0.4276,0.1869,-0.3184,2.0,2.0,2.0,3.0,A large city (with over 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",90.0,0.0,5.0,Very little,A lot,Not checked
National Capital Region,"NCR, Second District",0.1462,-0.6142,-0.5107,1.8905,0.8126,0.1038,-0.0066,3.0,4.0,4.0,3.0,A city (100 000 to about 1 000 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",16.0,73.0,9.0,Not at all,Not at all,Not checked
National Capital Region,"NCR, Second District",0.1462,-0.2309,0.6012,0.052,0.2621,1.2386,-0.3184,2.0,3.0,3.0,2.0,A city (100 000 to about 1 000 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",16.0,73.0,9.0,Not at all,Not at all,Not checked
National Capital Region,"NCR, Second District",0.2907,0.2865,1.6762,1.8905,0.147,1.2386,0.3018,3.0,3.0,4.0,,A city (100 000 to about 1 000 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",0.0,100.0,0.0,Not at all,Not at all,Not checked
National Capital Region,"NCR, Second District",1.5699,-0.6142,1.6762,1.0671,-0.3121,0.1038,-0.3184,4.0,4.0,4.0,4.0,A city (100 000 to about 1 000 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",5.0,95.0,0.0,Not at all,Very little,Not checked
National Capital Region,"NCR, Second District",2.5101,-0.2309,0.6012,-0.4342,1.7411,1.2386,-0.3184,3.0,3.0,3.0,3.0,A city (100 000 to about 1 000 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",0.0,100.0,0.0,Not at all,Not at all,Not checked
National Capital Region,"NCR, Second District",2.4601,-0.1532,1.0891,0.4637,-0.1652,0.1869,-0.5582,3.0,3.0,4.0,3.0,A large city (with over 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",90.0,0.0,5.0,Very little,A lot,Not checked
National Capital Region,"NCR, Second District",0.8615,-1.1126,1.6762,-0.3799,0.2621,1.2386,-0.0553,3.0,3.0,4.0,4.0,A city (100 000 to about 1 000 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",0.0,100.0,0.0,Not at all,Not at all,Not checked
National Capital Region,"NCR, Second District",0.8233,-0.6142,-0.9391,-1.8939,0.7845,-1.566,-0.3184,4.0,4.0,4.0,4.0,A city (100 000 to about 1 000 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",0.0,100.0,0.0,Not at all,Not at all,Not checked
National Capital Region,"NCR, Second District",0.7703,,0.9747,0.3335,-0.1652,0.1869,-0.3184,4.0,4.0,4.0,4.0,A city (100 000 to about 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",100.0,0.0,0.0,Very little,To some extent,Not checked
National Capital Region,"NCR, Second District",-0.7823,2.0378,0.9995,-1.8939,0.2621,1.2386,0.0544,4.0,3.0,4.0,3.0,A city (100 000 to about 1 000 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",5.0,95.0,0.0,Not at all,Very little,Not checked
National Capital Region,"NCR, Second District",1.5082,2.0378,1.6762,1.8905,0.9269,1.2386,-0.1843,3.0,3.0,4.0,4.0,A city (100 000 to about 1 000 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",5.0,95.0,0.0,Not at all,Very little,Not checked
National Capital Region,"NCR, Second District",1.1211,1.0326,-0.9391,1.3423,0.2621,-0.5928,-0.9331,4.0,4.0,4.0,4.0,A city (100 000 to about 1 000 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",16.0,73.0,9.0,Not at all,Not at all,Not checked
National Capital Region,"NCR, Second District",-0.7823,-0.6142,0.9747,-0.3799,0.2621,0.3385,-0.4509,3.0,3.0,3.0,3.0,A city (100 000 to about 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",100.0,0.0,0.0,Very little,To some extent,Not checked
National Capital Region,"NCR, Second District",2.1379,0.7601,-1.5068,1.8905,-0.3626,-3.0666,-2.0783,4.0,4.0,4.0,4.0,A city (100 000 to about 1 000 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",0.0,100.0,0.0,Not at all,Not at all,Not checked
National Capital Region,"NCR, Second District",1.8016,-0.6142,-0.9391,0.052,0.2621,0.2659,-1.0163,4.0,4.0,1.0,3.0,A city (100 000 to about 1 000 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",0.0,100.0,0.0,Not at all,Not at all,Not checked
National Capital Region,"NCR, Second District",0.1462,1.4734,1.206,1.8905,-0.9827,-0.5928,-0.5635,3.0,3.0,4.0,3.0,A city (100 000 to about 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",100.0,0.0,0.0,Very little,To some extent,Not checked
National Capital Region,"NCR, Second District",1.1625,0.6912,0.6012,0.4637,0.2621,-1.2568,-0.6659,3.0,3.0,3.0,3.0,A large city (with over 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",90.0,0.0,5.0,Very little,A lot,Not checked
National Capital Region,"NCR, Second District",-0.7823,0.202,0.6012,0.4637,0.2621,1.2386,2.7249,3.0,3.0,3.0,3.0,A city (100 000 to about 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",100.0,0.0,0.0,Very little,To some extent,Not checked
National Capital Region,"NCR, Second District",1.4454,2.0378,-0.5358,0.2734,-0.6723,0.1038,0.0775,3.0,4.0,3.0,3.0,A city (100 000 to about 1 000 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",16.0,73.0,9.0,Not at all,Not at all,Not checked
National Capital Region,"NCR, Second District",1.4454,0.6912,-0.5107,1.8905,-0.9827,0.3385,-0.4415,3.0,4.0,4.0,3.0,A city (100 000 to about 1 000 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",5.0,95.0,0.0,Not at all,Very little,Not checked
National Capital Region,"NCR, Second District",0.2907,0.202,0.9747,0.052,-0.6723,-0.5928,-0.0939,3.0,3.0,3.0,3.0,A city (100 000 to about 1 000 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",16.0,73.0,9.0,Not at all,Not at all,Not checked
National Capital Region,"NCR, Second District",1.5082,0.6912,0.6012,0.052,0.8126,-0.5928,-0.8273,2.0,2.0,4.0,4.0,A city (100 000 to about 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",100.0,0.0,0.0,Very little,To some extent,Not checked
National Capital Region,"NCR, Second District",2.0987,0.6912,0.6012,-0.2006,0.2621,-0.5928,0.0386,3.0,2.0,3.0,3.0,A large city (with over 1 000 000 people),"A public school (Managed by a public education authority, government agency, or governing board)",90.0,0.0,5.0,To some extent,Very little,Not checked
National Capital Region,"NCR, Second District",0.1462,,0.6012,0.9109,-0.0794,1.2386,-0.2799,4.0,4.0,4.0,4.0,A city (100 000 to about 1 000 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",16.0,73.0,9.0,Not at all,Not at all,Not checked
National Capital Region,"NCR, Second District",1.7669,0.6912,0.6012,-0.4342,1.7411,1.2386,0.9303,4.0,4.0,4.0,4.0,A city (100 000 to about 1 000 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",0.0,100.0,0.0,Not at all,Not at all,Not checked
National Capital Region,"NCR, Second District",-0.7823,2.0378,1.6762,-1.8939,1.7411,1.2386,2.7249,4.0,4.0,4.0,4.0,A city (100 000 to about 1 000 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",16.0,73.0,9.0,Not at all,Not at all,Not checked
National Capital Region,"NCR, Second District",0.8233,0.552,-0.3047,0.4637,1.348,0.7301,-0.2256,2.0,4.0,4.0,4.0,A city (100 000 to about 1 000 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",0.0,100.0,0.0,Not at all,Not at all,Not checked
National Capital Region,"NCR, Second District",0.7703,1.0326,0.9747,1.4083,-0.267,0.6502,-0.672,3.0,3.0,4.0,4.0,A city (100 000 to about 1 000 000 people),"A private school (Managed by a non-government org; e.g. a church, trade union, business, or other private institution.)",16.0,73.0,9.0,Not at all,Not at all,Not checked
